stars,forks,language,total_commits,issues_count,team_size,KLOC,Effort_pm
246,41,Java,1047,4,14,52.35,16.21914153516924
45,3,Dart,1931,5,8,96.55,30.461276518217836
53,10,Java,2165,25,11,108.25,36.6502755035142
12,0,JavaScript,914,0,6,45.7,13.005152248352237
0,3,JavaScript,91,16,1,4.55,2.9113486895616996
26,6,Python,1204,9,7,60.2,18.27050508205975
8,1,Python,488,12,6,24.4,7.1763607273599135
0,2,TypeScript,195,3,1,9.75,2.3734940093002903
2,4,Ruby,66,14,3,3.3,0.8362375082626288
26,8,C#,1227,3,7,61.35,17.209626257745285
3,7,Python,59,0,2,2.95,0.2010347784366886
1,0,Go,358,3,1,17.9,4.378252774958492
0,0,Python,44,5,1,2.2,0.5499502982594305
0,0,Shell,361,0,1,18.05,3.0171608610531715
67,17,Python,203,6,3,10.15,3.386313156709966
20,0,Rust,61,10,2,3.05,0.2705888103060654
134,49,JavaScript,132,22,4,6.6,1.7297552741930098
40,10,Rust,951,9,6,47.55,14.345085551563463
16,10,TypeScript,109,4,2,5.45,1.6490153706460513
4,0,Ruby,478,3,4,23.9,7.0817659837971645
4,0,JavaScript,137,9,4,6.85,2.963714614010418
7,5,C,238,4,4,11.9,5.482663911094237
17,10,Java,707,3,5,35.35,10.276537176290525
1,0,Ruby,60,7,1,3.0,1.5267442282058972
12,0,Swift,406,7,3,20.3,7.294718090280614
2,0,R,57,2,2,2.85,0.48594920522776264
41,11,JavaScript,1597,2,9,79.85,23.655652853915775
6,9,JavaScript,1016,1,4,50.8,16.072840059189456
6,0,JavaScript,530,4,5,26.5,8.661888531064937
22,2,JavaScript,1296,5,3,64.8,18.354964106225054
14,1,Go,563,0,6,28.15,6.7172615985665125
8,12,R,142,1,1,7.1,1.8523188231842058
0,11,R,56,2,1,2.8,0.9437489300365342
10,5,Java,161,0,1,8.05,1.5551322976835555
1,4,Rust,90,2,1,4.5,0.9395598080653789
1,4,Kotlin,66,5,1,3.3,1.6478395315773615
1,0,Shell,38,6,1,1.9,0.19548933593602874
4,3,JavaScript,649,16,2,32.45,11.12238542698064
0,0,Java,28,4,1,1.4,0.1
5,0,Swift,521,21,3,26.05,9.731451919018678
5,6,JavaScript,49,7,1,2.45,0.1
51,14,TypeScript,775,2,3,38.75,10.381937086007316
21,6,Lua,389,3,8,19.45,7.181280612855002
64,18,Lua,2352,3,11,117.6,36.01353815993618
55,9,C,813,10,8,40.65,12.408240041456345
11,0,PHP,1163,18,5,58.15,17.329325846071566
104,39,JavaScript,210,1,9,10.5,1.2486460136097661
3,6,JavaScript,229,2,2,11.45,2.2839453688670295
4,1,Go,520,3,4,26.0,7.977647077283687
1,2,Go,46,1,1,2.3,0.39615074598693883
0,4,Java,222,13,1,11.1,2.353438040357072
1,4,Rust,213,0,1,10.65,3.0078888345527433
0,0,TypeScript,80,0,1,4.0,0.6187262063305643
103,38,C#,501,3,7,25.05,8.227059268999371
9,0,JavaScript,122,21,2,6.1,0.6780973371500303
3,1,JavaScript,649,2,3,32.45,7.363750531298502
4,1,Python,71,0,1,3.55,2.9246157684886063
2,0,JavaScript,177,1,1,8.85,3.354599185402582
7,0,Kotlin,1042,9,5,52.1,14.206195066052857
5,11,Java,617,2,2,30.85,7.742088647486639
50,1,JavaScript,561,1,8,28.05,9.90069182318795
236,50,Ruby,1628,5,12,81.4,25.040370265211806
3,3,Go,198,2,2,9.9,2.3525673720426243
31,8,Python,1036,6,5,51.8,15.653742345543645
10,4,JavaScript,199,3,5,9.95,3.2165499669432664
20,5,Python,169,7,1,8.45,3.449157859805009
7,0,Rust,363,7,4,18.15,4.2963412046055645
14,4,JavaScript,68,7,5,3.4,1.0711215764670312
38,9,Python,2000,1,9,100.0,30.323858513929952
12,11,Python,902,3,6,45.1,13.712412213100325
13,6,Go,402,1,5,20.1,6.39534528709351
1,0,Python,303,3,1,15.15,4.856539604680455
1,1,Swift,20,5,1,1.0,0.1
3,0,Python,42,0,2,2.1,0.1
0,1,Rust,11,2,1,0.55,0.1
3,0,Java,457,2,3,22.85,6.269300262981014
9,0,Java,392,7,2,19.6,5.901638941973287
29,0,Python,388,11,7,19.4,5.916088827551805
0,12,PHP,111,0,1,5.55,1.1124688725969731
6,0,Scala,51,0,1,2.55,0.1
97,11,Python,1013,35,6,50.65,14.202049380112928
5,0,Python,416,24,1,20.8,7.4107344594929305
0,2,C,281,0,1,14.05,4.293388415746987
30,0,Go,1433,17,6,71.65,22.43697185684424
6,0,Python,183,4,2,9.15,2.59759150626885
17,2,JavaScript,1096,0,8,54.8,16.252675237759973
5,0,Rust,327,6,3,16.35,4.601851937308542
9,0,C#,161,11,3,8.05,3.4955697073789502
111,1,Go,577,14,13,28.85,9.932280234239526
2,0,Dart,45,0,1,2.25,2.4304665630545523
20,3,Java,464,2,6,23.2,5.437747188613091
6,0,JavaScript,103,3,3,5.15,0.16429495246046222
34,12,Java,3301,2,9,165.05,51.45196740294814
21,16,TypeScript,156,3,4,7.8,0.6904290181805057
12,10,JavaScript,222,4,1,11.1,4.309071262505196
114,24,Python,1869,0,6,93.45,27.747263808141984
0,0,TypeScript,23,0,1,1.15,0.1
0,8,C#,287,0,1,14.35,4.627715477401466
1,1,Python,261,0,1,13.05,1.5840861189888276
9,7,TypeScript,215,1,5,10.75,2.6595591993267447
1,2,Rust,164,2,1,8.2,1.036290666226483
11,0,Rust,25,1,1,1.25,1.2810643512510134
10,4,Ruby,112,1,2,5.6,2.1683139195927152
8,3,PHP,879,2,3,43.95,11.880255432259444
5,0,C#,1202,0,3,60.1,17.470216621302267
13,1,Python,1154,2,4,57.7,17.73598790861716
16,7,Java,166,5,7,8.3,2.6790978492630813
62,19,Rust,150,8,7,7.5,0.5878539241844536
1,2,JavaScript,188,1,1,9.4,0.7836649113247214
44,9,Python,940,10,11,47.0,14.93135251923484
10,3,JavaScript,822,5,5,41.1,12.26922107608796
0,0,Java,43,8,1,2.15,1.825444679250103
5,0,TypeScript,421,8,4,21.05,5.959308596072384
9,0,Python,246,6,4,12.3,5.392968452962107
7,5,Swift,287,17,5,14.35,5.70365009846408
6,3,C,119,3,4,5.95,1.4088313659840055
110,36,JavaScript,2570,11,12,128.5,41.417361972853286
6,11,C,312,4,3,15.6,4.5701855245903955
10,3,Python,170,9,2,8.5,3.3959680022885257
0,6,C,28,3,1,1.4,0.1
5,2,Dart,84,4,1,4.2,1.082768007673396
43,3,Python,921,2,10,46.05,14.173346334542812
8,0,Ruby,1452,15,6,72.6,22.688833821459482
4,2,Julia,46,4,2,2.3,0.1
1,0,C,163,4,1,8.15,0.1
3,1,Julia,113,0,3,5.65,1.8870107573470947
5,2,Go,616,1,2,30.8,10.042289706593898
1,0,Python,252,0,1,12.6,6.3213707158346155
237,40,Swift,1793,6,11,89.65,26.491390538489412
5,0,Rust,53,11,2,2.65,0.23014533228878542
2,7,Rust,27,5,1,1.35,1.1871956768326755
3,0,TypeScript,325,1,3,16.25,5.09610557987675
2,0,Go,549,3,2,27.45,7.1736845284939035
24,9,Python,390,1,6,19.5,4.064452508275883
4,1,C#,282,2,3,14.1,2.7510741420712828
0,0,Python,117,4,1,5.85,0.1
4,0,C#,44,5,2,2.2,0.9882088426965633
20,1,Swift,2189,5,7,109.45,33.461704315494316
0,6,Java,80,8,1,4.0,0.8060861368760568
4,2,Java,235,4,4,11.75,3.5869511815556305
22,4,JavaScript,2111,23,5,105.55,30.735976932232525
1,4,Dart,49,7,1,2.45,2.7009879206978074
2,0,C#,29,6,1,1.45,1.8854281997571987
15,4,TypeScript,990,8,6,49.5,13.509137234578954
319,28,Python,3169,18,11,158.45,51.92532319047605
4,3,JavaScript,299,3,4,14.95,3.599615315629956
54,7,Java,1602,2,10,80.1,27.587906224511624
23,1,Shell,72,5,4,3.6,0.8038228771760038
3,5,C#,125,16,4,6.25,0.48764378552808196
3,8,JavaScript,121,15,3,6.05,2.68476997469112
0,0,Kotlin,53,7,1,2.65,1.3353286374620619
2,1,TypeScript,248,3,1,12.4,2.4383586430516013
0,0,Kotlin,17,6,1,0.85,0.18788600659954324
229,59,JavaScript,155,3,3,7.75,1.2477939454735847
23,7,Rust,120,3,3,6.0,2.771186768153219
2,17,C,101,5,2,5.05,1.0249740799201628
3,0,JavaScript,212,8,4,10.6,4.655070165602439
11,10,C++,1266,5,6,63.3,20.016294426722784
105,43,Lua,174,4,2,8.7,1.4637306699311239
14,4,Python,1469,1,6,73.45,21.34275364676602
5,1,Python,186,4,1,9.3,2.976042264368622
18,5,C++,2526,0,8,126.3,37.79235386019109
3,0,JavaScript,175,0,2,8.75,1.7899263071490292
188,67,Python,902,6,4,45.1,13.396749038866506
5,0,Java,1412,2,5,70.6,21.647619301547866
1,0,Ruby,504,16,1,25.2,6.411748596289829
6,0,JavaScript,80,10,1,4.0,0.1
13,0,JavaScript,33,3,1,1.65,0.24605373464976654
10,6,Swift,1318,9,3,65.9,16.76518701763729
5,5,Java,112,1,1,5.6,1.959391297261549
6,0,Swift,403,2,5,20.15,7.1195012214901965
8,6,Java,753,1,4,37.65,11.470900515577062
14,0,Dart,320,0,6,16.0,4.50459504285475
0,0,Rust,104,5,1,5.2,0.9242060300902472
8,1,Python,19,0,2,0.95,0.1
1,0,Scala,77,0,1,3.85,0.18461360265781424
0,0,Java,71,6,1,3.55,0.1
0,0,Python,52,0,1,2.6,2.535637579583767
4,0,Python,51,8,2,2.55,0.1
52,9,C++,54,6,3,2.7,0.1
0,6,Python,35,16,1,1.75,1.5190022824464733
15,0,JavaScript,238,2,5,11.9,2.0587742114583385
82,30,Python,86,7,2,4.3,0.8295161999959626
33,2,Java,445,1,7,22.25,7.410306313991673
3,1,TypeScript,626,2,4,31.3,9.778908002692079
17,5,Java,131,2,2,6.55,2.092829818834726
2,0,JavaScript,78,4,1,3.9,2.9674498528713142
156,41,Python,1698,14,8,84.9,27.43966102153212
0,2,Rust,76,1,1,3.8,0.1
8,1,TypeScript,194,0,3,9.7,1.9890227689030646
3,7,Rust,310,0,1,15.5,3.382036461919393
12,0,Python,771,6,5,38.55,13.09659269574994
0,0,Python,117,15,1,5.85,2.949392637305148
5,4,JavaScript,424,10,4,21.2,6.786345496812938
16,5,Java,345,4,3,17.25,6.753482786267943
0,1,TypeScript,347,0,1,17.35,3.9508472705945383
593,102,PHP,240,20,5,12.0,4.871043896146008
11,1,TypeScript,195,8,7,9.75,1.247791648174454
0,5,Go,47,1,1,2.35,3.009144644800858
3,2,Go,51,0,1,2.55,0.37331439627808616
32,2,Python,315,1,2,15.75,4.326745929077873
0,0,Java,28,17,1,1.4,0.1
26,10,TypeScript,197,2,7,9.85,2.576576084369053
9,0,TypeScript,208,5,4,10.4,2.1119597467917517
1,1,Python,36,11,1,1.8,1.2118481411435966
25,10,PHP,158,6,3,7.9,3.753936076201019
21,8,Shell,237,1,4,11.85,3.3596159095958145
3,0,Python,180,2,1,9.0,3.126011339426629
17,0,Rust,1206,2,4,60.3,15.65127788129319
10,10,Ruby,121,8,1,6.05,0.96658371567701
4,0,JavaScript,78,19,1,3.9,0.1
0,0,PHP,213,4,1,10.65,2.916080313431151
11,3,Rust,278,13,4,13.9,5.952213247212869
4,0,C,181,0,1,9.05,1.8287234954436231
4,4,Lua,161,0,1,8.05,2.1775057330506775
2,0,Python,193,5,2,9.65,1.5439927650146092
0,0,Java,323,0,1,16.15,4.570442068321933
42,10,Go,1428,2,4,71.4,21.93660254378027
32,11,Python,348,0,6,17.4,5.4447522435171685
19,0,JavaScript,1124,13,8,56.2,16.909260572898578
5,0,Lua,275,35,4,13.75,5.827942420608169
7,3,Python,440,4,5,22.0,4.528531288074005
4,0,Java,341,1,3,17.05,5.016354091560777
1,6,Swift,412,1,1,20.6,9.386446276273713
67,8,JavaScript,210,1,8,10.5,2.5289674999231027
2,0,Java,546,1,2,27.3,5.416466117233842
0,0,Julia,12,2,1,0.6,0.25073963540925315
2,0,Java,801,1,3,40.05,11.487997452139645
4,0,Python,633,0,4,31.65,11.929899266995918
5,3,Python,399,14,3,19.95,6.433913607790646
2,0,Shell,48,10,1,2.4,0.1
9,4,JavaScript,73,8,5,3.65,2.755462038901783
169,40,Java,2863,3,14,143.15,44.328989314788444
22,9,Python,478,4,3,23.9,6.5636103750068475
162,45,TypeScript,663,4,3,33.15,10.13342414493991
1,5,Shell,181,2,1,9.05,1.957745872086015
6,8,Java,26,3,2,1.3,0.31189091530793966
2,1,Julia,336,2,1,16.8,5.0833340778101705
18,7,JavaScript,632,7,4,31.6,9.169977017992803
1,0,Java,340,2,1,17.0,3.729080000759278
1,0,Kotlin,49,18,1,2.45,1.0408673497718484
1,6,Java,16,1,1,0.8,0.1
2,3,JavaScript,16,0,1,0.8,1.0933726628897877
22,6,Kotlin,259,4,3,12.95,5.135762078478216
0,0,TypeScript,212,6,1,10.6,2.3988726367253053
58,17,Go,739,5,4,36.95,11.477744852526149
1,0,Julia,158,6,1,7.9,2.4036887214429123
12,0,JavaScript,60,4,1,3.0,0.1
4,0,JavaScript,980,2,3,49.0,12.536110441802473
0,7,Python,62,3,1,3.1,1.8896613833748659
2,0,TypeScript,24,1,1,1.2,0.1
1,0,JavaScript,238,14,1,11.9,4.41925365420682
2,14,C++,233,6,1,11.65,2.4961570752223152
0,4,JavaScript,10,3,1,0.5,0.4985520834337453
16,0,C++,251,5,4,12.55,4.555008296528811
25,0,JavaScript,289,7,9,14.45,6.645794224924897
67,10,TypeScript,703,7,8,35.15,10.52239537967715
32,6,TypeScript,881,3,6,44.05,12.244453762141502
250,16,C#,1259,8,7,62.95,22.0136065319987
0,7,Java,221,5,1,11.05,2.184462911697837
0,0,TypeScript,19,2,1,0.95,0.1
0,0,Kotlin,31,2,1,1.55,0.1
5,0,Go,103,4,1,5.15,1.1223295617778306
16,18,JavaScript,591,1,8,29.55,9.18655381232591
0,4,C,192,2,1,9.6,2.880098719314165
7,3,TypeScript,62,3,1,3.1,1.067163981331178
45,9,Python,1068,1,3,53.4,15.499917845254284
54,4,Java,465,5,9,23.25,7.39391663885329
4,1,Python,256,3,4,12.8,3.2565014766480305
43,8,JavaScript,593,2,2,29.65,7.43453612574695
5,0,C#,137,4,1,6.85,1.4549459255116677
1,0,Python,176,1,1,8.8,1.5609658636256256
0,0,PHP,45,8,1,2.25,0.1
2,0,Shell,660,1,3,33.0,9.72184953516233
5,7,Rust,70,0,3,3.5,1.166410729730721
1,0,C#,139,0,1,6.95,1.2617262286396218
8,0,C#,1019,4,4,50.95,14.894405754430482
7,0,R,1015,12,4,50.75,14.64176612929993
18,9,TypeScript,401,3,7,20.05,6.1502182407592185
2,0,Python,162,1,2,8.1,3.0901616284311846
21,10,Java,826,0,6,41.3,13.012050663565718
9,0,Go,1790,0,6,89.5,28.589413708177418
19,3,Python,337,2,2,16.85,5.828896155811281
12,8,Rust,542,2,6,27.1,8.607328823601318
6,0,Python,52,2,5,2.6,0.8508256609692623
9,6,C,81,0,2,4.05,3.258945056188861
117,27,JavaScript,346,5,6,17.3,5.739439403745017
5,1,Python,73,13,2,3.65,2.8405090727250886
1,0,Python,174,9,1,8.7,0.1
1,10,JavaScript,124,4,1,6.2,2.060854951968777
7,0,JavaScript,64,2,4,3.2,2.1588275540048767
3,1,Python,29,3,2,1.45,0.1
3,0,JavaScript,130,0,2,6.5,2.6934959878162914
0,0,JavaScript,301,0,1,15.05,3.8974832498483547
6,6,TypeScript,82,6,1,4.1,1.142688921398009
33,4,TypeScript,378,2,4,18.9,7.021272424205836
5,0,JavaScript,1188,7,5,59.4,17.21092290258055
4,3,JavaScript,877,4,4,43.85,12.286423982173194
3,0,Python,16,11,1,0.8,0.1
6,5,Python,670,1,2,33.5,9.22597217200347
133,31,JavaScript,1603,12,8,80.15,24.765279716603004
3,4,Ruby,153,1,2,7.65,1.8272855233739558
0,0,R,106,6,1,5.3,2.741319602734529
11,0,C,49,11,1,2.45,0.1
0,0,Java,217,2,1,10.85,2.192316589621839
17,0,Go,195,2,5,9.75,2.3387207691425473
15,9,JavaScript,248,2,5,12.4,4.396079658691833
33,2,Ruby,454,3,4,22.7,6.557566064001018
0,5,Ruby,41,11,1,2.05,0.1
1,2,Swift,31,0,1,1.55,1.8512127572601154
89,21,Scala,1024,13,4,51.2,13.84105769988347
6,2,TypeScript,422,2,1,21.1,5.240439327717014
1,1,Ruby,68,4,1,3.4,0.9161198362748514
49,9,PHP,764,2,8,38.2,11.636969740837461
4,2,JavaScript,137,9,1,6.85,3.2820921929995235
0,3,C,133,0,1,6.65,2.735281612160138
3,0,Python,22,1,1,1.1,0.1
8,3,R,859,4,5,42.95,11.128453717424682
2,0,Ruby,1361,1,3,68.05,17.94126226320685
6,0,Python,498,3,3,24.9,6.943501116221914
15,4,Rust,576,0,4,28.8,7.182998721637627
15,2,Python,768,5,5,38.4,11.467180577537677
9,0,Ruby,1676,1,6,83.8,24.484118804445927
0,0,PHP,54,5,1,2.7,0.6765309397605672
2,0,Rust,160,2,1,8.0,0.8673519185477412
31,4,Kotlin,1856,16,5,92.8,26.71796552374985
13,0,Python,345,2,2,17.25,5.330796657284084
10,0,JavaScript,458,2,2,22.9,5.359758221546123
65,10,TypeScript,2747,0,9,137.35,43.78461219167441
7,0,Python,458,3,4,22.9,7.302365353975855
4,6,Java,191,25,2,9.55,0.8070537111973355
2,0,JavaScript,95,4,1,4.75,1.7909339095169954
6,3,TypeScript,103,1,2,5.15,0.1772609261440723
7,1,TypeScript,350,6,5,17.5,3.7595687875004726
0,0,Kotlin,217,3,1,10.85,3.820858570198132
9,3,JavaScript,244,3,2,12.2,5.328002194474676
1,0,Scala,92,1,1,4.6,1.319143765891777
43,0,TypeScript,2333,4,7,116.65,34.79346544796887
4,4,JavaScript,253,6,1,12.65,4.835467168765832
6,9,Java,299,0,4,14.95,4.363428292307895
10,11,TypeScript,586,1,4,29.3,8.578165038702345
1,0,JavaScript,240,7,1,12.0,3.001618742152
18,0,Java,1227,9,5,61.35,17.199294437363974
48,9,Python,473,1,10,23.65,6.456233093794155
3,0,TypeScript,181,22,3,9.05,2.189681765381885
10,1,Go,429,1,5,21.45,3.8941337724649063
8,0,TypeScript,183,3,5,9.15,1.9647681739058618
4,0,Swift,170,0,1,8.5,2.9618523463071185
8,1,JavaScript,239,1,1,11.95,4.344036751166766
19,0,Dart,260,5,1,13.0,5.219173856531201
2,0,PHP,116,2,1,5.8,2.1445587365477703
1,0,Dart,23,2,1,1.15,0.1
38,7,Swift,149,19,1,7.45,0.5511416028176668
0,5,Python,32,12,1,1.6,1.1463296410195647
5,6,Java,667,0,5,33.35,10.29674674778364
17,0,Python,995,3,4,49.75,14.579421567158391
21,0,PHP,1047,1,5,52.35,16.130665760989405
34,3,Go,538,1,10,26.9,8.18656313822575
2,1,JavaScript,134,1,1,6.7,1.3514570292385386
9,0,C,60,3,3,3.0,1.1175976285136924
28,11,Python,1169,1,9,58.45,17.074243507985567
1,0,Go,57,2,1,2.85,0.1
14,6,C#,2116,1,7,105.8,32.2053726479568
5,0,Python,76,0,2,3.8,1.4235771825318864
4,0,Go,8,2,2,0.4,1.5097838308229379
5,0,PHP,141,3,4,7.05,1.7926255415828671
31,13,Python,704,0,10,35.2,11.47919659060013
3,0,Java,218,0,1,10.9,4.49644144943033
7,4,JavaScript,466,2,2,23.3,7.48416483633651
2,0,C++,87,4,1,4.35,2.154845314256602
137,30,Python,776,3,8,38.8,13.268402269903492
0,0,Shell,191,0,1,9.55,3.774252207166699
11,2,Scala,272,6,3,13.6,4.403898044220842
5519,1821,JavaScript,3489,97,17,174.45,57.43569299425222
10,5,JavaScript,401,6,6,20.05,4.674630815574315
17,3,Go,1177,7,8,58.85,19.25768015346507
62,17,C#,947,2,4,47.35,14.353122762792758
2,8,Java,752,0,3,37.6,10.706368543531193
1,0,Python,137,1,1,6.85,2.0992104700624794
2,0,Python,176,1,3,8.8,3.645687062419236
5,0,R,577,1,4,28.85,7.579684789460465
7,7,Java,432,3,3,21.6,5.625208894323637
16,0,Kotlin,608,0,8,30.4,9.64002530302664
2,2,Java,110,0,1,5.5,2.787682510809597
24,0,C,1000,7,7,50.0,15.507657213951942
1,0,Python,113,6,1,5.65,0.9571519734759629
2,10,Python,58,2,1,2.9,2.891648853114528
3,0,C,14,8,1,0.7,0.24198149528036572
8,0,Shell,608,4,3,30.4,8.928510037387705
2,1,JavaScript,169,0,1,8.45,2.845715509166677
66,6,TypeScript,2364,5,11,118.2,36.85499901928099
16,3,Java,515,6,2,25.75,6.864393631368446
11,0,TypeScript,1391,4,4,69.55,21.14984964636002
8,0,JavaScript,458,11,4,22.9,7.542401018285894
1,0,Scala,140,1,1,7.0,1.132434305558224
2,5,JavaScript,270,2,1,13.5,1.2451609447775596
11,4,C++,1447,0,4,72.35,19.814783654492825
2,3,Python,327,0,3,16.35,5.991442733652637
2,0,Python,23,1,1,1.15,0.1
111,10,Rust,735,4,3,36.75,10.072282683628025
4,0,JavaScript,803,0,4,40.15,11.37485049822644
1,0,Rust,223,8,1,11.15,3.5888446730715686
1,2,Python,123,7,1,6.15,3.0842523579640506
1,0,Shell,23,3,1,1.15,0.4742145488829697
4,0,C#,343,8,4,17.15,3.9855865784446403
1,0,Kotlin,234,0,1,11.7,1.5340065553057427
43,9,Python,420,5,3,21.0,6.866191037004298
7,8,JavaScript,132,5,3,6.6,1.1790932658196573
3,0,TypeScript,16,1,3,0.8,0.1
10,0,Go,682,2,6,34.1,9.735789006999159
1,0,JavaScript,75,6,1,3.75,1.486375018443607
24,0,Python,26,5,1,1.3,0.8310829355085521
6,5,TypeScript,379,0,1,18.95,4.2008437972365815
9,6,JavaScript,1591,2,5,79.55,22.338010951667417
21,0,TypeScript,924,7,5,46.2,12.596923652371334
2,0,JavaScript,121,0,1,6.05,2.847351030758875
0,0,JavaScript,154,17,1,7.7,3.015433944637799
4,1,Rust,650,0,3,32.5,8.996382226634717
55,7,TypeScript,2185,3,6,109.25,32.72203437718584
1,4,TypeScript,22,7,1,1.1,0.1
12,4,Go,682,3,3,34.1,8.442217570650232
12,4,Ruby,138,8,6,6.9,3.580246760601036
2,0,TypeScript,211,0,1,10.55,1.9640921785676602
14,1,Go,115,2,5,5.75,4.253578477486867
88,9,Dart,6744,1,13,337.2,107.01044997444824
0,0,Java,271,1,1,13.55,4.966176119108813
2,0,C,14,2,2,0.7,0.12457297786284482
0,4,PHP,159,3,1,7.95,3.3700061119282436
49,3,Python,2248,1,8,112.4,34.40944636817174
18,7,TypeScript,1240,6,7,62.0,23.893302477156002
1,0,C++,184,2,1,9.2,2.5810117126290217
9,0,Lua,486,1,5,24.3,8.58031214659717
4,8,Java,527,5,2,26.35,9.017311544098547
2,0,Python,142,10,1,7.1,3.6296134213122606
16,10,Go,798,5,4,39.9,9.375950219419165
3,0,Python,514,0,2,25.7,5.617425670772658
3,1,Ruby,107,1,3,5.35,0.5165910397089597
1,1,Java,59,0,1,2.95,0.9251475550931298
7,0,C#,145,2,2,7.25,0.6009979049602245
2,0,Kotlin,127,3,2,6.35,1.7436026244713356
5,0,Rust,205,2,1,10.25,3.9330960672768676
5,0,Rust,164,2,3,8.2,1.0921051579949768
2,10,Ruby,153,1,1,7.65,3.4972796772213712
3,0,Swift,235,1,2,11.75,4.208523278841002
214,66,Kotlin,3039,10,14,151.95,48.624620485429304
8,7,Python,500,6,4,25.0,6.785434636696658
4,3,Go,382,6,3,19.1,5.795811668921569
11,2,JavaScript,1252,3,5,62.6,18.2922285640925
16,5,Kotlin,559,18,8,27.95,8.273404515861131
20,6,Rust,1429,9,7,71.45,21.807162780673234
44,4,TypeScript,92,4,3,4.6,0.6862670930629706
18,0,JavaScript,295,3,4,14.75,3.152795562889101
3,0,JavaScript,212,2,1,10.6,2.0835126795341874
3,7,C++,178,12,1,8.9,2.5200529560140765
0,0,JavaScript,89,7,1,4.45,2.114800020448669
16,6,Python,212,4,3,10.6,2.12603681900205
0,0,Scala,77,0,1,3.85,0.1
30,8,Ruby,2379,2,5,118.95,32.741375367331344
5,0,JavaScript,240,5,1,12.0,4.374660855002927
14,2,JavaScript,213,6,1,10.65,3.7301833567727254
0,1,Julia,15,6,1,0.75,0.1
1,14,C++,94,6,1,4.7,1.2510767508746206
88,25,Rust,119,10,2,5.95,2.666641136141709
24,9,JavaScript,2532,8,7,126.6,39.582250013314045
0,0,JavaScript,14,0,1,0.7,1.3059651863874016
0,5,Python,16,3,1,0.8,0.1
21,5,C#,837,3,5,41.85,11.77115813492391
3,2,Python,90,6,1,4.5,0.1
301,59,Python,409,20,3,20.45,5.258282084272675
3,9,C#,102,6,2,5.1,0.6282972798416419
64,14,Shell,162,10,10,8.1,2.3534628867834866
2,0,Ruby,21,0,1,1.05,3.4847261952159014
32,5,Java,221,4,2,11.05,2.7717832020908126
1,4,Java,25,6,1,1.25,1.1767241511025965
20,5,TypeScript,492,1,7,24.6,8.575753168179302
40,5,JavaScript,223,6,5,11.15,3.9127045908460896
6,3,Java,160,4,3,8.0,2.88201451641927
2,0,TypeScript,101,0,1,5.05,0.5479257576258992
6,2,Go,434,8,5,21.7,7.39635402578382
1,0,Scala,79,4,2,3.95,1.667834227066645
16,0,R,583,1,7,29.15,8.704776396996088
0,0,Python,11,1,1,0.55,2.2683835851236545
1,7,TypeScript,28,4,1,1.4,1.1400898610726586
1,2,JavaScript,307,12,1,15.35,4.1483155648365635
9,8,TypeScript,467,4,1,23.35,6.837145331148621
1,14,JavaScript,387,2,1,19.35,3.23311812410937
1,0,Python,96,3,1,4.8,0.1
14,12,Ruby,116,0,7,5.8,1.4037729072610663
0,0,Java,245,6,1,12.25,2.7145035346850697
11,8,C,165,0,1,8.25,2.202065548736056
2,0,Python,99,2,1,4.95,0.10372474935388554
0,0,Python,89,7,1,4.45,1.3439251168779847
4,3,TypeScript,285,3,4,14.25,2.4986387186401284
12,5,Python,11,2,1,0.55,0.1
4,0,JavaScript,549,6,4,27.45,6.932747563026888
0,0,Lua,153,13,1,7.65,0.46600225148323915
9,4,JavaScript,1302,0,5,65.1,19.72018724790957
19,0,JavaScript,84,4,5,4.2,2.601757100128223
7,0,Go,180,2,4,9.0,2.3677024330323504
215,58,Java,326,10,7,16.3,7.173139825391029
9,0,Go,199,1,4,9.95,3.7447657860299524
10,3,TypeScript,556,14,2,27.8,5.608777193071496
3,3,Swift,37,6,2,1.85,1.430933707437658
7,3,Python,86,12,1,4.3,1.3600909563280361
5,0,TypeScript,583,1,3,29.15,6.938436565214575
23,1,C++,160,0,2,8.0,1.565519384423131
1,4,Kotlin,99,1,1,4.95,0.14830407528233636
74,1,TypeScript,280,10,3,14.0,5.127575120476665
12,1,Go,719,6,5,35.95,12.772843091065184
24,0,Python,765,3,5,38.25,11.722234358365768
38,12,Python,1714,6,5,85.7,26.316048751601155
16,6,Python,291,15,4,14.55,4.245997148914902
5,0,C#,53,0,1,2.65,0.3702197589864831
0,0,JavaScript,188,8,1,9.4,2.217523694254879
229,38,C#,1872,12,7,93.6,27.98555867266649
2,4,Python,36,3,2,1.8,1.047680124863806
1,0,Kotlin,229,1,1,11.45,2.7819759137840387
15,4,Swift,301,1,2,15.05,3.6457991192850563
17,7,Python,1144,7,6,57.2,16.99109246658593
1,1,Python,30,0,1,1.5,0.8780978765887644
142,18,Python,636,11,14,31.8,10.159953989626409
18,3,Kotlin,500,1,3,25.0,6.569537073688711
11,5,JavaScript,42,3,3,2.1,2.037890298268957
1,0,Go,177,2,1,8.85,0.332245253807951
1,0,TypeScript,504,1,2,25.2,6.7658485870109635
10,7,PHP,628,7,2,31.4,7.704794496508427
1,2,Java,165,0,1,8.25,3.136474000027202
2,0,Java,592,6,3,29.6,8.979181613558465
45,0,Lua,3581,13,10,179.05,56.76254984952773
0,0,Python,99,3,1,4.95,1.5691299889180732
